household_id,timestamp,usage_m3,district,type,household_size,lat,lon,temperature,supply_node,feedback
H0465,2025-10-06 15:00:00,0.156,East,residential,4,12.957089,80.185662,15.32,Node_1,
H0380,2025-10-06 15:00:00,0.118,East,residential,2,12.954587,80.208722,16.35,Node_1,no water since yesterday evening low water pressure in the morning
H0576,2025-10-06 15:00:00,0.099,Central,residential,3,12.972318,80.199225,18.59,Node_10,
H0380,2025-10-06 15:00:00,0.06,East,residential,2,12.955904,80.205576,16.87,Node_8,no water since yesterday evening low water pressure in the morning
H0467,2025-10-06 15:00:00,0.17,East,residential,4,12.948843,80.147131,13.94,Node_5,
H0691,2025-10-06 15:00:00,0.106,South,residential,3,12.95686,80.213792,12.34,Node_10,
H0337,2025-10-06 15:00:00,0.01,Central,residential,3,12.933045,80.216934,8.4,Node_4,
H0674,2025-10-06 15:00:00,0.187,West,residential,4,12.976436,80.204616,11.04,Node_4,
H0256,2025-10-06 16:00:00,0.077,North,residential,3,12.921698,80.218882,14.13,Node_4,
H0302,2025-10-06 16:00:00,0.048,East,residential,2,12.876482,80.205292,18.07,Node_1,
H0156,2025-10-06 16:00:00,0.214,Central,commercial,3,12.973179,80.15896,15.26,Node_7,
H0407,2025-10-06 16:00:00,0.173,East,residential,4,12.998007,80.223866,16.44,Node_7,
H0319,2025-10-06 16:00:00,0.074,West,residential,2,12.938436,80.205293,18.78,Node_1,
H0674,2025-10-06 16:00:00,0.141,West,residential,4,12.974829,80.204982,13.34,Node_2,
H0458,2025-10-06 16:00:00,0.04,East,residential,3,12.953291,80.195375,8.49,Node_6,
H0686,2025-10-06 16:00:00,0.241,North,residential,4,12.904382,80.191079,12.59,Node_4,
H0634,2025-10-06 16:00:00,0.015,North,residential,2,12.894795,80.191914,13.64,Node_5,
H0252,2025-10-06 16:00:00,0.168,South,residential,3,12.953954,80.177372,13.56,Node_10,billing incorrect high amount
H0438,2025-10-06 16:00:00,0.153,South,residential,3,12.955402,80.165823,12.75,Node_2,
H0503,2025-10-06 16:00:00,0.176,South,residential,3,12.955518,80.181369,12.05,Node_6,
H0516,2025-10-06 17:00:00,0.154,East,residential,3,12.970995,80.189353,12.79,Node_3,
H0429,2025-10-06 17:00:00,0.213,East,residential,4,12.984018,80.232789,16.66,Node_9,
H0666,2025-10-06 17:00:00,0.083,West,residential,3,12.964864,80.211008,17.07,Node_4,
H0555,2025-10-06 17:00:00,0.28,East,residential,4,12.943593,80.197372,12.51,Node_3,
H0699,2025-10-06 17:00:00,0.135,Central,residential,2,13.004566,80.200476,18.27,Node_6,
H0298,2025-10-06 18:00:00,0.341,Central,commercial,2,12.938305,80.232738,11.48,Node_2,
H0056,2025-10-06 18:00:00,0.11,West,residential,3,12.924251,80.247932,14.81,Node_3,
H0182,2025-10-06 18:00:00,0.357,North,residential,5,12.965642,80.193464,14.61,Node_5,
H0548,2025-10-06 18:00:00,0.065,East,residential,3,12.924247,80.181763,10.17,Node_5,
H0734,2025-10-06 18:00:00,0.248,West,residential,4,12.924998,80.222088,16.35,Node_10,
H0285,2025-10-06 18:00:00,0.311,West,residential,6,12.970365,80.248858,11.94,Node_6,requests for improved water quality
H0409,2025-10-06 18:00:00,0.314,West,commercial,4,12.949862,80.249091,11.64,Node_10,
H0150,2025-10-06 19:00:00,0.301,East,residential,5,12.97991,80.146861,13.75,Node_1,
H0605,2025-10-06 19:00:00,0.242,South,residential,4,12.933452,80.226329,16.43,Node_4,
H0244,2025-10-06 19:00:00,0.249,North,residential,6,12.959378,80.192873,15.25,Node_10,uneven supply across district
H0249,2025-10-06 19:00:00,0.049,West,residential,2,12.99596,80.222583,15.44,Node_1,
H0690,2025-10-06 20:00:00,0.23,West,residential,3,12.964788,80.211287,12.05,Node_8,
H0083,2025-10-06 20:00:00,0.183,North,residential,4,12.964651,80.246664,13.79,Node_10,
H0226,2025-10-06 20:00:00,0.205,East,residential,4,12.963255,80.218031,11.64,Node_6,
H0105,2025-10-06 20:00:00,0.014,South,residential,2,12.962189,80.168844,17.35,Node_10,
H0218,2025-10-06 20:00:00,0.176,East,residential,3,12.979479,80.19041,8.9,Node_6,
H0221,2025-10-06 20:00:00,0.207,West,residential,4,12.96793,80.23728,19.35,Node_4,
H0462,2025-10-06 20:00:00,0.313,West,commercial,3,12.943024,80.220991,11.15,Node_5,
H0328,2025-10-06 20:00:00,0.309,East,residential,5,12.935191,80.190354,19.11,Node_1,
H0737,2025-10-06 21:00:00,0.029,North,residential,1,12.917061,80.254894,15.49,Node_3,
H0261,2025-10-06 21:00:00,0.246,West,commercial,1,12.946231,80.20947,5.13,Node_4,
H0774,2025-10-06 21:00:00,0.12,West,residential,3,12.98161,80.214206,8.74,Node_6,
H0501,2025-10-06 21:00:00,0.135,South,residential,4,12.939081,80.21957,12.78,Node_4,
H0437,2025-10-06 21:00:00,0.227,Central,residential,4,12.949063,80.212136,16.58,Node_7,
H0317,2025-10-06 21:00:00,0.259,East,residential,5,12.987243,80.24603,7.76,Node_6,
H0280,2025-10-06 21:00:00,0.216,West,residential,4,12.95669,80.176496,7.35,Node_3,
H0601,2025-10-06 21:00:00,0.145,West,residential,4,12.953995,80.224148,13.17,Node_1,
H0201,2025-10-06 21:00:00,0.19,South,residential,3,12.935795,80.205526,14.77,Node_8,
H0642,2025-10-06 21:00:00,0.023,South,residential,2,12.917997,80.131338,9.11,Node_10,
H0036,2025-10-06 22:00:00,0.01,East,residential,2,12.959274,80.224882,15.99,Node_3,
H0287,2025-10-06 22:00:00,0.129,South,residential,3,12.958411,80.152965,19.89,Node_7,
H0038,2025-10-06 22:00:00,0.217,West,residential,4,12.927129,80.167386,15.26,Node_1,
H0272,2025-10-06 22:00:00,0.209,East,residential,3,12.97691,80.183355,14.74,Node_4,
H0192,2025-10-06 22:00:00,0.087,South,residential,2,12.947105,80.17627,14.57,Node_3,
H0109,2025-10-06 23:00:00,0.17,South,residential,4,12.929463,80.204835,17.44,Node_8,
H0475,2025-10-06 23:00:00,0.23,North,residential,4,12.947664,80.190685,9.29,Node_10,
H0738,2025-10-06 23:00:00,0.061,East,residential,3,12.955983,80.201478,19.51,Node_8,
H0708,2025-10-06 23:00:00,0.215,West,residential,5,12.960947,80.16917,16.05,Node_9,
H0632,2025-10-06 23:00:00,0.07,Central,residential,4,12.940239,80.181629,9.7,Node_6,
H0608,2025-10-06 23:00:00,0.166,South,residential,4,12.973806,80.224405,14.73,Node_9,
H0773,2025-10-06 23:00:00,0.223,North,residential,3,12.966269,80.241234,10.61,Node_5,
H0188,2025-10-06 23:00:00,0.186,Central,residential,6,12.988868,80.182773,12.61,Node_3,
H0716,2025-10-07 00:00:00,0.144,South,residential,3,12.944962,80.222018,13.15,Node_3,
H0676,2025-10-07 00:00:00,0.163,East,commercial,5,12.943148,80.218993,11.57,Node_8,
H0395,2025-10-07 00:00:00,0.212,East,residential,5,12.882482,80.225633,11.55,Node_5,
H0322,2025-10-07 00:00:00,0.155,North,residential,4,12.927654,80.228264,11.7,Node_2,water outage during weekend
H0254,2025-10-07 00:00:00,0.085,South,residential,1,12.949837,80.215253,18.77,Node_3,
H0697,2025-10-07 00:00:00,0.106,South,residential,4,12.935522,80.207516,13.32,Node_5,
H0221,2025-10-07 00:00:00,0.183,West,residential,4,12.968978,80.239873,13.76,Node_1,
H0748,2025-10-07 00:00:00,0.122,Central,residential,3,12.95088,80.175484,18.17,Node_7,
H0098,2025-10-07 00:00:00,0.115,East,residential,2,12.957868,80.262755,9.15,Node_8,
H0045,2025-10-07 01:00:00,0.192,South,commercial,3,12.955247,80.163179,12.35,Node_8,
H0624,2025-10-07 01:00:00,0.074,East,residential,2,12.940922,80.251521,11.62,Node_8,
H0798,2025-10-07 01:00:00,0.049,South,residential,3,12.933279,80.236017,17.9,Node_4,
H0166,2025-10-07 01:00:00,0.139,East,residential,2,12.913899,80.204051,12.96,Node_3,
H0046,2025-10-07 01:00:00,0.187,Central,residential,3,12.9577,80.180365,17.56,Node_3,
H0600,2025-10-07 01:00:00,0.11,North,residential,5,12.958423,80.206723,11.17,Node_1,
H0223,2025-10-07 01:00:00,0.08,East,residential,2,12.930941,80.256307,9.66,Node_6,
H0136,2025-10-07 01:00:00,0.224,East,residential,5,12.934079,80.212212,16.15,Node_2,
H0460,2025-10-07 01:00:00,0.187,North,residential,4,12.947892,80.208182,14.23,Node_2,
H0374,2025-10-07 02:00:00,0.101,East,residential,2,12.982675,80.213259,13.04,Node_4,
H0730,2025-10-07 02:00:00,0.171,West,residential,4,12.967795,80.18026,18.47,Node_5,
H0665,2025-10-07 02:00:00,0.294,East,commercial,3,12.949715,80.241514,18.67,Node_8,
H0772,2025-10-07 02:00:00,0.258,East,commercial,3,12.926898,80.18396,18.63,Node_3,
H0177,2025-10-07 02:00:00,0.169,East,residential,4,12.969988,80.22782,9.13,Node_9,
H0799,2025-10-07 02:00:00,0.063,West,residential,3,12.963793,80.215233,17.59,Node_7,
H0516,2025-10-07 03:00:00,0.169,East,residential,3,12.972165,80.19025,14.33,Node_2,
H0185,2025-10-07 03:00:00,0.155,North,residential,4,12.988386,80.173285,13.3,Node_5,
H0195,2025-10-07 03:00:00,0.07,East,residential,2,12.930849,80.181083,14.33,Node_3,
H0222,2025-10-07 03:00:00,0.208,North,residential,5,12.986167,80.216947,14.97,Node_8,
H0629,2025-10-07 03:00:00,0.255,East,commercial,5,12.914142,80.2217,16.23,Node_10,
H0278,2025-10-07 04:00:00,0.154,South,residential,4,12.986164,80.188056,15.06,Node_4,
H0244,2025-10-07 04:00:00,0.33,North,residential,6,12.961699,80.191287,18.32,Node_4,uneven supply across district
H0257,2025-10-07 04:00:00,0.317,West,commercial,2,12.933333,80.25907,15.61,Node_8,
H0163,2025-10-07 04:00:00,0.108,South,residential,3,12.908277,80.252623,13.34,Node_2,
H0623,2025-10-07 04:00:00,0.241,West,residential,4,12.927691,80.184475,21.34,Node_2,
H0230,2025-10-07 05:00:00,0.302,East,residential,4,12.932563,80.189493,14.87,Node_6,
H0327,2025-10-07 05:00:00,0.17,West,residential,3,12.918113,80.145048,12.05,Node_1,
H0203,2025-10-07 05:00:00,0.211,South,residential,3,12.968903,80.187449,15.12,Node_3,
H0328,2025-10-07 05:00:00,0.242,East,residential,5,12.936354,80.189155,12.37,Node_9,
H0550,2025-10-07 05:00:00,0.192,East,residential,2,12.945902,80.204564,16.08,Node_3,
H0461,2025-10-07 06:00:00,0.182,North,residential,3,12.923923,80.170879,13.39,Node_1,
H0265,2025-10-07 06:00:00,0.32,North,residential,3,12.995709,80.176811,10.13,Node_9,
H0470,2025-10-07 06:00:00,0.193,South,residential,3,12.971878,80.192553,16.48,Node_7,
H0418,2025-10-07 06:00:00,0.154,East,residential,4,12.952345,80.182661,15.14,Node_4,
H0062,2025-10-07 06:00:00,0.246,South,residential,4,12.942762,80.18603,10.64,Node_3,no water since yesterday evening
H0502,2025-10-07 06:00:00,0.449,Central,residential,6,12.952115,80.210818,16.01,Node_6,
H0188,2025-10-07 06:00:00,0.406,Central,residential,6,12.984043,80.177442,16.42,Node_5,
H0292,2025-10-07 06:00:00,0.337,West,residential,5,12.933498,80.154841,17.63,Node_5,tap water brown sometimes requests for improved water quality
H0676,2025-10-07 06:00:00,0.479,East,commercial,5,12.945696,80.217998,18.01,Node_5,
H0010,2025-10-07 06:00:00,0.049,North,residential,1,12.918686,80.153092,14.6,Node_9,
H0572,2025-10-07 06:00:00,0.139,North,residential,2,12.966867,80.174775,13.84,Node_8,leak in pipeline near main road no water since yesterday evening
H0441,2025-10-07 07:00:00,0.229,Central,residential,3,12.918697,80.211256,11.73,Node_2,
H0344,2025-10-07 07:00:00,0.208,East,residential,3,13.00962,80.259664,17.96,Node_1,
H0253,2025-10-07 07:00:00,0.162,Central,residential,2,12.970736,80.197425,16.15,Node_5,
H0056,2025-10-07 07:00:00,0.172,West,residential,3,12.9237,80.249994,11.3,Node_5,
H0226,2025-10-07 07:00:00,0.32,East,residential,4,12.961211,80.214246,9.22,Node_2,
H0776,2025-10-07 07:00:00,0.447,East,commercial,4,12.990008,80.197491,10.11,Node_3,
H0269,2025-10-07 08:00:00,0.103,South,residential,3,12.979994,80.272646,13.76,Node_1,
H0398,2025-10-07 08:00:00,0.373,North,commercial,4,12.976008,80.184506,9.97,Node_9,
H0559,2025-10-07 08:00:00,0.025,East,residential,1,13.004664,80.241571,16.67,Node_8,
H0465,2025-10-07 08:00:00,0.326,East,residential,4,12.953809,80.186797,16.56,Node_9,
H0579,2025-10-07 08:00:00,0.328,West,residential,4,12.966879,80.173702,13.65,Node_1,
H0502,2025-10-07 09:00:00,0.441,Central,residential,6,12.953972,80.213052,14.83,Node_2,
H0289,2025-10-07 09:00:00,0.311,West,commercial,4,12.998234,80.215852,12.63,Node_1,
H0260,2025-10-07 09:00:00,0.06,South,residential,3,12.926088,80.204364,9.04,Node_1,
H0021,2025-10-07 09:00:00,0.34,North,commercial,3,12.93101,80.18901,12.77,Node_4,
H0127,2025-10-07 09:00:00,0.235,West,residential,3,12.87548,80.176097,10.65,Node_2,
H0146,2025-10-07 09:00:00,0.058,Central,residential,2,13.025181,80.217983,13.58,Node_1,
H0636,2025-10-07 09:00:00,0.206,South,residential,3,12.917697,80.175269,19.91,Node_10,
H0124,2025-10-07 09:00:00,0.145,East,residential,2,12.90706,80.22264,10.62,Node_9,
H0610,2025-10-07 09:00:00,0.045,North,residential,1,12.938445,80.214223,15.49,Node_7,
H0183,2025-10-07 09:00:00,0.362,Central,commercial,3,12.953044,80.203154,16.59,Node_9,
H0700,2025-10-07 09:00:00,0.355,Central,residential,5,12.992592,80.243195,12.25,Node_8,
H0564,2025-10-07 09:00:00,0.048,Central,residential,2,12.988652,80.217604,13.66,Node_7,
H0069,2025-10-07 09:00:00,0.033,West,residential,2,12.96988,80.220141,15.66,Node_10,
H0570,2025-10-07 10:00:00,0.153,South,residential,2,12.974435,80.200889,17.06,Node_8,
H0021,2025-10-07 10:00:00,0.291,North,commercial,3,12.929688,80.190648,12.77,Node_1,
H0180,2025-10-07 10:00:00,0.093,West,residential,2,12.905491,80.1984,7.25,Node_10,
H0318,2025-10-07 10:00:00,0.151,North,residential,2,12.952312,80.249071,15.37,Node_5,low water pressure in the morning
H0300,2025-10-07 10:00:00,0.092,North,residential,2,12.918315,80.238317,15.27,Node_10,
H0361,2025-10-07 10:00:00,0.245,East,residential,5,12.954459,80.214131,13.97,Node_6,
H0275,2025-10-07 11:00:00,0.106,East,residential,2,12.900344,80.211652,14.27,Node_5,
H0324,2025-10-07 11:00:00,0.051,East,residential,2,12.958887,80.172988,16.16,Node_1,
H0550,2025-10-07 11:00:00,0.06,East,residential,2,12.944261,80.202529,11.55,Node_7,
H0731,2025-10-07 11:00:00,0.236,South,commercial,2,12.977826,80.213339,12.85,Node_3,
H0762,2025-10-07 11:00:00,0.217,West,residential,4,12.881061,80.164462,12.25,Node_2,
H0070,2025-10-07 11:00:00,0.121,Central,residential,3,12.929451,80.23394,14.55,Node_10,no water since yesterday evening low water pressure in the morning
H0282,2025-10-07 11:00:00,0.06,South,residential,1,12.987491,80.249743,11.56,Node_4,
H0513,2025-10-07 11:00:00,0.2,South,residential,5,12.949564,80.175592,19.14,Node_10,
H0059,2025-10-07 11:00:00,0.095,East,residential,2,12.984881,80.180608,11.17,Node_2,
H0315,2025-10-07 11:00:00,0.231,South,residential,4,12.926503,80.230482,18.98,Node_3,
H0122,2025-10-07 11:00:00,0.261,North,residential,5,13.014216,80.247429,18.43,Node_6,
H0545,2025-10-07 12:00:00,0.123,East,residential,2,12.919413,80.172299,17.6,Node_7,
H0545,2025-10-07 12:00:00,0.103,East,residential,2,12.920732,80.166879,14.83,Node_1,
H0353,2025-10-07 12:00:00,0.261,East,residential,5,12.935726,80.154926,15.4,Node_3,
H0122,2025-10-07 12:00:00,0.2,North,residential,5,13.009423,80.249111,13.89,Node_2,
H0772,2025-10-07 12:00:00,0.239,East,commercial,3,12.927015,80.189098,13.88,Node_8,
H0097,2025-10-07 12:00:00,0.136,North,commercial,4,12.971236,80.165739,8.92,Node_5,
H0024,2025-10-07 12:00:00,0.052,East,residential,3,12.946036,80.149065,14.04,Node_7,leak in pipeline near main road tap water brown sometimes
H0262,2025-10-07 12:00:00,0.131,Central,residential,3,12.964456,80.212186,10.25,Node_5,
H0294,2025-10-07 12:00:00,0.021,East,residential,2,12.938322,80.20857,13.25,Node_1,
H0216,2025-10-07 13:00:00,0.102,North,residential,4,12.984797,80.240441,8.2,Node_6,
H0467,2025-10-07 13:00:00,0.104,East,residential,4,12.946007,80.145014,13.95,Node_1,
H0550,2025-10-07 13:00:00,0.127,East,residential,2,12.945979,80.200881,13.85,Node_4,
H0663,2025-10-07 13:00:00,0.136,South,residential,3,12.935393,80.236973,9.32,Node_7,
H0243,2025-10-07 13:00:00,0.064,East,residential,2,12.964192,80.208966,14.09,Node_8,excellent timely supply
H0177,2025-10-07 13:00:00,0.143,East,residential,4,12.96785,80.229764,9.51,Node_7,
H0487,2025-10-07 13:00:00,0.173,South,residential,3,12.95318,80.244844,9.66,Node_7,
H0353,2025-10-07 13:00:00,0.255,East,residential,5,12.939436,80.149882,16.88,Node_6,
H0411,2025-10-07 13:00:00,0.142,North,residential,3,12.90806,80.197899,9.97,Node_9,
H0237,2025-10-07 13:00:00,0.175,East,residential,4,12.953895,80.20164,16.67,Node_7,
H0773,2025-10-07 13:00:00,0.111,North,residential,3,12.964361,80.244785,14.21,Node_1,
H0065,2025-10-07 13:00:00,0.128,East,residential,4,13.014184,80.136078,13.45,Node_4,
H0467,2025-10-07 14:00:00,0.131,East,residential,4,12.945895,80.148196,13.29,Node_5,
H0177,2025-10-07 14:00:00,0.14,East,residential,4,12.966864,80.226686,14.64,Node_7,
H0157,2025-10-07 14:00:00,0.087,East,residential,2,12.979389,80.237744,13.3,Node_7,
H0431,2025-10-07 14:00:00,0.165,North,residential,4,12.935158,80.193871,12.71,Node_5,tap water brown sometimes water outage during weekend
H0141,2025-10-07 14:00:00,0.105,Central,residential,3,12.968699,80.197946,10.88,Node_7,
H0295,2025-10-07 14:00:00,0.079,West,residential,4,12.927638,80.15925,14.02,Node_6,
H0055,2025-10-07 14:00:00,0.208,East,residential,6,12.885153,80.204966,13.79,Node_10,
H0363,2025-10-07 14:00:00,0.182,Central,residential,4,12.961179,80.158097,13.0,Node_1,
H0012,2025-10-07 15:00:00,0.08,North,residential,2,12.968404,80.22696,17.12,Node_2,
H0387,2025-10-07 15:00:00,0.121,West,residential,2,12.938842,80.173363,11.41,Node_10,
H0599,2025-10-07 15:00:00,0.163,East,residential,4,12.990653,80.219751,14.96,Node_8,
H0657,2025-10-07 15:00:00,0.166,Central,residential,3,12.929212,80.213526,9.22,Node_3,
H0537,2025-10-07 15:00:00,0.21,Central,residential,4,12.884305,80.234605,15.22,Node_5,
H0769,2025-10-07 16:00:00,0.236,South,residential,3,12.966997,80.180241,14.6,Node_6,
H0332,2025-10-07 16:00:00,0.268,North,residential,6,12.948207,80.198057,12.02,Node_5,
H0084,2025-10-07 16:00:00,0.111,Central,residential,3,12.942207,80.212492,11.29,Node_8,
H0393,2025-10-07 16:00:00,0.32,Central,commercial,4,12.971816,80.232337,20.09,Node_8,
H0036,2025-10-07 16:00:00,0.096,East,residential,2,12.954813,80.226499,9.75,Node_2,
H0547,2025-10-07 16:00:00,0.224,Central,residential,3,12.976957,80.227492,14.99,Node_3,tap water brown sometimes billing incorrect high amount
H0708,2025-10-07 16:00:00,0.187,West,residential,5,12.961754,80.163703,17.14,Node_5,
H0007,2025-10-07 16:00:00,0.131,North,residential,3,12.949448,80.167288,15.89,Node_3,
H0307,2025-10-07 16:00:00,0.131,Central,residential,4,12.933492,80.193729,19.01,Node_9,
H0431,2025-10-07 16:00:00,0.196,North,residential,4,12.934498,80.190832,12.8,Node_4,tap water brown sometimes water outage during weekend
H0425,2025-10-07 17:00:00,0.237,North,residential,3,12.984621,80.173723,19.35,Node_6,tap water brown sometimes low water pressure in the morning
H0101,2025-10-07 17:00:00,0.108,South,residential,1,12.98002,80.149987,14.3,Node_9,
H0742,2025-10-07 17:00:00,0.234,West,commercial,4,12.984584,80.234421,5.67,Node_1,
H0281,2025-10-07 17:00:00,0.104,East,residential,2,12.970462,80.213679,11.74,Node_7,
H0705,2025-10-07 17:00:00,0.112,South,residential,3,12.948125,80.215933,14.41,Node_7,
H0460,2025-10-07 18:00:00,0.285,North,residential,4,12.945501,80.203584,14.52,Node_9,
H0655,2025-10-07 18:00:00,0.116,East,residential,2,12.887107,80.181617,13.5,Node_2,
H0155,2025-10-07 18:00:00,0.189,East,residential,3,12.941763,80.190381,8.75,Node_2,
H0121,2025-10-07 18:00:00,0.196,Central,residential,3,12.935566,80.221371,14.79,Node_6,
H0548,2025-10-07 18:00:00,0.12,East,residential,3,12.925243,80.177091,18.19,Node_2,
H0205,2025-10-07 18:00:00,0.275,West,residential,4,12.989712,80.220062,15.08,Node_8,
H0626,2025-10-07 18:00:00,0.312,West,residential,6,12.921907,80.291168,11.3,Node_5,
H0782,2025-10-07 18:00:00,0.417,East,commercial,3,12.906269,80.211507,11.55,Node_9,tap water brown sometimes dirty water smell
H0615,2025-10-07 18:00:00,0.231,North,residential,3,12.960187,80.24467,10.84,Node_9,
H0355,2025-10-07 18:00:00,0.114,East,residential,2,12.950273,80.253748,18.78,Node_10,tap water brown sometimes
H0696,2025-10-07 19:00:00,0.053,West,residential,3,12.937455,80.188855,16.99,Node_4,
H0003,2025-10-07 19:00:00,0.167,North,residential,3,12.900471,80.18505,14.38,Node_5,
H0305,2025-10-07 19:00:00,0.054,North,residential,2,12.994241,80.238085,11.97,Node_6,
H0528,2025-10-07 19:00:00,0.322,West,residential,6,12.902321,80.220331,11.49,Node_7,
H0167,2025-10-07 20:00:00,0.29,South,residential,5,12.956754,80.172477,9.41,Node_6,
H0773,2025-10-07 20:00:00,0.116,North,residential,3,12.964161,80.240402,13.32,Node_3,
H0305,2025-10-07 20:00:00,0.115,North,residential,2,12.996531,80.2382,15.46,Node_8,
H0213,2025-10-07 20:00:00,0.296,East,residential,5,12.934183,80.211928,14.49,Node_9,
H0070,2025-10-07 20:00:00,0.14,Central,residential,3,12.927674,80.23274,12.44,Node_6,no water since yesterday evening low water pressure in the morning
H0213,2025-10-07 20:00:00,0.174,East,residential,5,12.933852,80.212725,15.87,Node_7,
H0086,2025-10-07 20:00:00,0.312,North,residential,6,13.017707,80.212665,11.75,Node_3,
H0716,2025-10-07 20:00:00,0.139,South,residential,3,12.942611,80.225425,15.31,Node_10,
H0184,2025-10-07 21:00:00,0.1,South,residential,1,12.90683,80.218034,6.86,Node_6,
H0485,2025-10-07 21:00:00,0.281,East,commercial,3,12.913498,80.233055,17.83,Node_1,requests for improved water quality no water since yesterday evening
H0223,2025-10-07 21:00:00,0.043,East,residential,2,12.933916,80.253818,15.55,Node_2,
H0457,2025-10-07 21:00:00,0.221,East,residential,3,12.942538,80.174662,17.03,Node_8,
H0751,2025-10-07 21:00:00,0.283,East,commercial,6,12.990124,80.211428,17.02,Node_10,
H0409,2025-10-07 21:00:00,0.291,West,commercial,4,12.954381,80.250912,13.13,Node_1,
H0185,2025-10-07 21:00:00,0.215,North,residential,4,12.990343,80.176905,13.26,Node_7,
H0103,2025-10-07 21:00:00,0.171,West,residential,4,12.904586,80.198775,12.82,Node_4,
H0733,2025-10-07 21:00:00,0.196,East,residential,3,12.92672,80.22207,12.65,Node_9,
H0216,2025-10-07 22:00:00,0.19,North,residential,4,12.983424,80.240292,13.18,Node_9,
H0250,2025-10-07 22:00:00,0.054,North,residential,1,12.97407,80.236637,17.58,Node_5,
H0653,2025-10-07 22:00:00,0.125,North,residential,2,12.964698,80.188963,18.29,Node_8,
H0263,2025-10-07 22:00:00,0.128,East,residential,4,12.96703,80.219851,18.35,Node_8,
H0066,2025-10-07 22:00:00,0.366,Central,residential,6,12.933276,80.207313,17.47,Node_8,
H0018,2025-10-07 22:00:00,0.217,South,residential,5,12.935826,80.157061,10.31,Node_3,
H0344,2025-10-07 22:00:00,0.139,East,residential,3,13.00587,80.253597,15.62,Node_10,
H0741,2025-10-07 23:00:00,0.192,East,residential,4,12.95707,80.142648,14.79,Node_8,
H0608,2025-10-07 23:00:00,0.181,South,residential,4,12.970767,80.22415,15.9,Node_3,
H0588,2025-10-07 23:00:00,0.148,South,residential,3,12.948868,80.179115,14.89,Node_10,
H0570,2025-10-07 23:00:00,0.136,South,residential,2,12.970583,80.201646,14.78,Node_3,
H0469,2025-10-07 23:00:00,0.082,South,residential,2,12.971337,80.176163,14.3,Node_8,
H0229,2025-10-07 23:00:00,0.039,South,residential,2,12.922851,80.195601,13.7,Node_6,
H0430,2025-10-07 23:00:00,0.164,South,residential,3,12.923828,80.191594,15.8,Node_1,
H0764,2025-10-07 23:00:00,0.195,South,residential,3,12.912867,80.201338,14.81,Node_7,no water since yesterday evening
H0042,2025-10-08 00:00:00,0.131,North,residential,3,12.955988,80.199149,17.75,Node_9,
H0095,2025-10-08 00:00:00,0.185,South,residential,5,12.95134,80.202351,12.05,Node_8,
H0079,2025-10-08 00:00:00,0.028,West,residential,2,12.905816,80.160769,14.1,Node_6,excellent timely supply
H0677,2025-10-08 00:00:00,0.133,West,residential,2,12.936323,80.167712,14.27,Node_10,
H0436,2025-10-08 00:00:00,0.218,South,commercial,2,12.947247,80.210624,13.6,Node_6,
H0331,2025-10-08 00:00:00,0.162,East,residential,4,12.966593,80.236389,10.4,Node_7,tap water brown sometimes
H0379,2025-10-08 00:00:00,0.146,Central,residential,2,12.924278,80.209063,21.18,Node_2,
H0042,2025-10-08 01:00:00,0.168,North,residential,3,12.951398,80.194981,16.12,Node_9,
H0522,2025-10-08 01:00:00,0.104,East,residential,2,12.972536,80.12285,11.55,Node_9,
H0367,2025-10-08 01:00:00,0.01,West,residential,2,12.923972,80.112403,13.4,Node_4,
H0540,2025-10-08 01:00:00,0.214,East,residential,5,12.954244,80.182921,15.14,Node_10,
H0469,2025-10-08 01:00:00,0.022,South,residential,2,12.976798,80.172297,10.96,Node_7,
H0019,2025-10-08 01:00:00,0.021,West,residential,2,12.927472,80.184396,13.67,Node_3,
H0633,2025-10-08 01:00:00,0.265,North,commercial,4,12.943739,80.181416,13.93,Node_8,
H0007,2025-10-08 01:00:00,0.161,North,residential,3,12.95178,80.16737,16.56,Node_8,
H0019,2025-10-08 01:00:00,0.053,West,residential,2,12.9244,80.184176,11.41,Node_4,
H0329,2025-10-08 01:00:00,0.247,North,commercial,4,12.974917,80.179274,10.83,Node_7,
H0471,2025-10-08 01:00:00,0.24,South,residential,5,12.977136,80.195919,18.27,Node_5,
H0074,2025-10-08 01:00:00,0.187,Central,residential,4,12.897486,80.186287,11.57,Node_1,
H0782,2025-10-08 02:00:00,0.155,East,commercial,3,12.911027,80.2168,14.2,Node_2,tap water brown sometimes dirty water smell
H0016,2025-10-08 02:00:00,0.141,North,residential,4,12.993246,80.211543,19.71,Node_10,uneven supply across district
H0522,2025-10-08 02:00:00,0.095,East,residential,2,12.968483,80.121559,15.49,Node_6,
H0094,2025-10-08 02:00:00,0.227,Central,residential,4,12.879373,80.168698,17.95,Node_3,
H0633,2025-10-08 02:00:00,0.305,North,commercial,4,12.944594,80.176871,15.16,Node_5,
H0329,2025-10-08 02:00:00,0.219,North,commercial,4,12.974987,80.181327,7.84,Node_5,
H0297,2025-10-08 03:00:00,0.109,East,residential,3,12.947873,80.22417,18.66,Node_1,
H0668,2025-10-08 03:00:00,0.299,Central,commercial,4,12.921276,80.173295,15.16,Node_3,billing incorrect high amount requests for improved water quality
H0288,2025-10-08 03:00:00,0.185,Central,residential,3,12.919439,80.163413,15.3,Node_10,
